14:30:56.875184;4.4
14:30:56.875184;4.8
14:30:56.875184;5.3
14:30:56.875184;7.2
14:33:45.134139;4.6
14:33:45.134139;4.2
14:35:21.174309;4.0
14:35:21.174309;6.8
14:35:21.174309;4.7
14:35:21.174309;4.4
14:35:21.174309;6.0
14:35:21.174309;5.5
14:35:21.174309;5.2
14:35:21.174309;16.3
14:35:21.174309;15.7
14:35:21.174309;5.7
14:35:21.174309;4.8
14:35:21.174309;3.9
14:35:21.174309;4.4
14:51:47.482684;5.7
14:51:47.482684;6.5
14:51:47.482684;5.4
14:51:47.482684;5.1
14:51:47.482684;5.0
14:51:47.482684;6.4
14:51:47.482684;6.9
14:51:47.482684;5.4
14:51:47.482684;6.1
14:51:47.482684;6.6
14:58:56.565847;5.5
14:59:13.576460;4.8
14:59:45.271266;5.7
15:00:29.941490;14.9
15:00:46.619122;5.0
15:00:46.619122;5.2
15:00:46.619122;6.0
15:00:46.619122;5.2
15:01:44.977360;5.2
15:01:44.977360;4.7
15:02:41.430635;6.0
15:02:41.430635;6.2
15:02:41.430635;4.4
15:02:41.430635;7.3
15:02:41.430635;5.8
15:02:41.430635;5.7
15:02:41.430635;6.7
15:02:41.430635;9.9
15:02:41.430635;12.7
15:02:41.430635;13.0
15:05:31.713179;5.1
15:05:31.713179;6.4
15:05:31.713179;6.3
15:05:31.713179;6.4
15:05:31.713179;7.7
15:06:49.643976;4.6
15:06:49.643976;6.1
15:06:49.643976;5.4
15:07:33.688554;5.5
15:07:33.688554;6.4
15:07:33.688554;4.8
15:07:33.688554;5.6
15:10:11.863844;4.4
15:10:11.863844;5.7
15:10:50.206400;4.8
15:10:50.206400;6.6
15:10:50.206400;9.6
15:10:50.206400;5.1
15:10:50.206400;7.5
15:10:50.206400;6.7
15:10:50.206400;5.2
15:10:50.206400;6.9
15:10:50.206400;6.1
15:10:50.206400;7.5
15:12:26.439714;17.2
15:13:58.211648;4.5
15:13:58.211648;5.4
15:14:36.009124;5.8
15:15:53.566796;4.6
15:16:38.080239;4.4
15:16:38.080239;5.1
15:16:38.080239;4.8
15:16:38.080239;4.3
15:16:38.080239;5.8
15:16:38.080239;4.1
15:16:38.080239;5.1
15:18:47.378310;4.5
15:18:47.378310;5.5
15:18:47.378310;5.0
15:18:47.378310;6.7
15:18:47.378310;5.5
15:19:25.628217;3.8
15:20:28.898792;4.7
15:22:19.320648;6.5
15:22:51.974958;5.2
15:22:51.974958;5.3
15:22:51.974958;4.6
15:22:51.974958;4.9
15:22:51.974958;5.3
15:22:51.974958;4.2
15:22:51.974958;2.9
15:22:51.974958;2.7
15:24:03.864279;2.7
15:25:16.345418;2.5
15:25:16.345418;2.5
15:25:16.345418;2.6
15:25:16.345418;2.6
15:25:16.345418;2.8
15:25:16.345418;2.9
15:25:16.345418;2.7
15:25:16.345418;4.6
15:26:22.421120;2.5
15:26:22.421120;3.0
15:26:22.421120;2.7
15:26:22.421120;2.8
15:26:59.953290;2.8
15:26:59.953290;2.7
15:26:59.953290;4.9
15:26:59.953290;2.7
15:26:59.953290;2.6
15:26:59.953290;3.6
15:26:59.953290;2.5
15:26:59.953290;2.6
15:26:59.953290;2.4
15:26:59.953290;2.5
15:26:59.953290;2.7
15:26:59.953290;2.9
15:26:59.953290;2.5
15:26:59.953290;2.7
15:26:59.953290;2.7
15:26:59.953290;3.0
15:26:59.953290;2.7
15:29:36.234465;2.7
15:29:57.337417;2.5
15:29:57.337417;3.0
15:29:57.337417;2.7
15:29:57.337417;2.7
15:29:57.337417;2.8
15:29:57.337417;2.9
15:29:57.337417;2.6
15:29:57.337417;2.7
15:29:57.337417;2.7
15:29:57.337417;2.9
15:29:57.337417;2.7
15:29:57.337417;3.1
15:29:57.337417;2.7
15:29:57.337417;2.7
15:29:57.337417;2.7
15:29:57.337417;2.6
15:29:57.337417;2.8
15:29:57.337417;2.6
15:29:57.337417;2.7
15:33:04.044940;2.5
15:33:04.044940;2.4
15:33:04.044940;2.4
15:33:04.044940;2.8
15:33:04.044940;3.1
15:33:51.236318;2.6
15:33:51.236318;2.7
15:33:51.236318;2.9
15:33:51.236318;3.7
15:33:51.236318;2.7
15:33:51.236318;2.6
15:33:51.236318;2.5
15:33:51.236318;3.1
15:33:51.236318;2.3
15:33:51.236318;2.8
15:33:51.236318;2.8
15:33:51.236318;2.7
15:33:51.236318;2.6
15:33:51.236318;2.5
15:33:51.236318;2.8
15:33:51.236318;2.7
15:33:51.236318;2.9
15:33:51.236318;2.7
15:33:51.236318;2.9
15:33:51.236318;2.5
15:33:51.236318;2.1
15:33:51.236318;2.5
15:33:51.236318;2.7
15:33:51.236318;2.4
15:33:51.236318;2.4
15:33:51.236318;3.0
15:33:51.236318;2.5
15:33:51.236318;2.5
15:33:51.236318;2.5
15:54:10.562148;2.7
15:54:10.562148;2.8
15:54:10.562148;2.9
15:54:10.562148;2.8
15:54:10.562148;3.0
15:54:10.562148;2.8
15:54:10.562148;3.0
15:54:10.562148;4.1
15:54:10.562148;2.7
15:54:10.562148;3.0
15:54:10.562148;3.4
15:54:10.562148;2.5
15:54:10.562148;2.8
15:54:10.562148;3.1
